year,movie_name,finance,dollars
2005,Fun with Dick and Jane,domgross,110550000
2005,Fun with Dick and Jane,intgross,201798116
2005,"Good Night, and Good Luck.",budget,7000000
2005,"Good Night, and Good Luck.",domgross,31501218
2005,"Good Night, and Good Luck.",intgross,56586901
2005,Hard Candy,budget,950000
2005,Hard Candy,domgross,1024640
2005,Hard Candy,intgross,8267066
2005,Harry Potter and the Goblet of Fire,budget,150000000
2005,Harry Potter and the Goblet of Fire,domgross,290013036
2005,Harry Potter and the Goblet of Fire,intgross,896911078
2005,Herbie Fully Loaded,budget,50000000
2005,Herbie Fully Loaded,domgross,66010682
2005,Herbie Fully Loaded,intgross,144110682
2005,Hide and Seek,budget,25000000
2005,Hide and Seek,domgross,51100486
2005,Hide and Seek,intgross,123100486
2005,Hitch,budget,55000000
2005,Hitch,domgross,177784257
2005,Hitch,intgross,366784257
2005,Hoodwinked!,budget,17500000
2005,Hoodwinked!,domgross,51386611
2005,Hoodwinked!,intgross,109843390
2005,Hostel,budget,4800000
2005,Hostel,domgross,47326473
2005,Hostel,intgross,82241110
2005,Hustle &amp; Flow,budget,2800000
2005,Hustle &amp; Flow,domgross,22202809
2005,Hustle &amp; Flow,intgross,23563727
2005,Ice Princess,budget,25000000
2005,Ice Princess,domgross,24381334
2005,Ice Princess,intgross,25732334
2005,Jarhead,budget,72000000
2005,Jarhead,domgross,62647540
2005,Jarhead,intgross,96947540
2005,Junebug,budget,1000000
2005,Junebug,domgross,2678010
2005,Junebug,intgross,3557954
2005,Just Like Heaven,budget,58000000
2005,Just Like Heaven,domgross,48318130
2005,Just Like Heaven,intgross,100687083
2005,King Kong,budget,207000000
2005,King Kong,domgross,218080025
2005,King Kong,intgross,550517357
2005,Kingdom of Heaven,budget,110000000
2005,Kingdom of Heaven,domgross,47398413
2005,Kingdom of Heaven,intgross,218853353
2005,Kiss Kiss Bang Bang,budget,15000000
2005,Kiss Kiss Bang Bang,domgross,4235837
2005,Kiss Kiss Bang Bang,intgross,13105837
2005,Lord of War,budget,42000000
2005,Lord of War,domgross,24149632
2005,Lord of War,intgross,62142629
2005,Madagascar,budget,75000000
2005,Madagascar,domgross,193595521
2005,Madagascar,intgross,556559566
2005,Man of the House,budget,50000000
2005,Man of the House,domgross,19699706
2005,Man of the House,intgross,22099706
2005,Match Point,budget,15000000
2005,Match Point,domgross,23089926
2005,Match Point,intgross,87989926
2005,Me and You and Everyone We Know,budget,2000000
2005,Me and You and Everyone We Know,domgross,3885134
2005,Me and You and Everyone We Know,intgross,8425527
2005,Memoirs of a Geisha,budget,85000000
2005,Memoirs of a Geisha,domgross,57010853
2005,Memoirs of a Geisha,intgross,161510853
2005,MirrorMask,budget,4000000
2005,MirrorMask,domgross,864959
2005,MirrorMask,intgross,963224
2005,Miss Congeniality 2: Armed &amp; Fabulous,budget,60000000
2005,Miss Congeniality 2: Armed &amp; Fabulous,domgross,48478006
2005,Miss Congeniality 2: Armed &amp; Fabulous,intgross,101382396
2005,Mr. &amp; Mrs. Smith,budget,110000000
2005,Mr. &amp; Mrs. Smith,domgross,186336279
2005,Mr. &amp; Mrs. Smith,intgross,478336279
2005,Munich,budget,75000000
2005,Munich,domgross,47379090
2005,Munich,intgross,130279090
2005,North Country,budget,30000000
2005,North Country,domgross,18324242
2005,North Country,intgross,25224242
2005,Oliver Twist,budget,65000000
2005,Oliver Twist,domgross,2070920
2005,Oliver Twist,intgross,26670920
2005,Pride and Prejudice,budget,28000000
2005,Pride and Prejudice,domgross,38372662
2005,Pride and Prejudice,intgross,120918508
2005,Proof,budget,20000000
2005,Proof,domgross,7535331
2005,Proof,intgross,8284331
2005,Red Eye,budget,26000000
2005,Red Eye,domgross,57891803
2005,Red Eye,intgross,95555805
2005,Rent,budget,40000000
2005,Rent,domgross,29077547
2005,Rent,intgross,31670620
2005,Robots,budget,80000000
2005,Robots,domgross,128200012
2005,Robots,intgross,260700012
2005,Saw II,budget,5000000
2005,Saw II,domgross,87025093
2005,Saw II,intgross,152925093
2005,Serenity,budget,39000000
2005,Serenity,domgross,25514517
2005,Serenity,intgross,38514517
2005,Shopgirl,budget,7500000
2005,Shopgirl,domgross,10284523
2005,Shopgirl,intgross,11758418
2005,Sin City,budget,40000000
2005,Sin City,domgross,74103820
2005,Sin City,intgross,158753820
2005,Sisters in Law,budget,300000
2005,Sisters in Law,domgross,33312
2005,Sisters in Law,intgross,33312
2005,Sky High,budget,60000000
2005,Sky High,domgross,63939454
2005,Sky High,intgross,81627454
2005,Son of the Mask,budget,100000000
2005,Son of the Mask,domgross,17018422
2005,Son of the Mask,intgross,59918422
2005,Star Wars: Episode III - Revenge of the Sith,budget,115000000
2005,Star Wars: Episode III - Revenge of the Sith,domgross,380270577
2005,Star Wars: Episode III - Revenge of the Sith,intgross,848998877
2005,Stealth,budget,138000000
2005,Stealth,domgross,32116746
2005,Stealth,intgross,76416746
2005,Strangers with Candy,budget,2000000
2005,Strangers with Candy,domgross,2072645
2005,Strangers with Candy,intgross,2077844
2005,Thank You for Smoking,budget,7500000
2005,Thank You for Smoking,domgross,24793509
2005,Thank You for Smoking,intgross,40016662
2005,The 40 Year Old Virgin,budget,26000000
2005,The 40 Year Old Virgin,domgross,109449237
2005,The 40 Year Old Virgin,intgross,177360047
2005,The Adventures of Sharkboy and Lavagirl 3-D,budget,50000000
2005,The Adventures of Sharkboy and Lavagirl 3-D,domgross,39177684
2005,The Adventures of Sharkboy and Lavagirl 3-D,intgross,69425966
2005,The Amityville Horror,budget,18500000
2005,The Amityville Horror,domgross,65233369
2005,The Amityville Horror,intgross,109175673
2005,The Ballad of Jack and Rose,budget,1500000
2005,The Ballad of Jack and Rose,domgross,712294
2005,The Ballad of Jack and Rose,intgross,1126258
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",budget,180000000
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",domgross,291710957
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",intgross,748806957
2005,The Constant Gardener,budget,25500000
2005,The Constant Gardener,domgross,33579798
2005,The Constant Gardener,intgross,81079798
2005,The Descent,budget,7000000
2005,The Descent,domgross,26024456
2005,The Descent,intgross,57029609
2005,The Devil&#39;s Rejects,budget,7000000
2005,The Devil&#39;s Rejects,domgross,17044981
2005,The Devil&#39;s Rejects,intgross,20940428
2005,The Exorcism of Emily Rose,budget,18000000
2005,The Exorcism of Emily Rose,domgross,75072454
2005,The Exorcism of Emily Rose,intgross,144587700
2005,The Fog,budget,18000000
2005,The Fog,domgross,29511112
2005,The Fog,intgross,37048526
2005,The Hitchhiker&#39;s Guide to the Galaxy,budget,45000000
2005,The Hitchhiker&#39;s Guide to the Galaxy,domgross,51019112
2005,The Hitchhiker&#39;s Guide to the Galaxy,intgross,104019112
2005,The Island,budget,120000000
2005,The Island,domgross,35818913
2005,The Island,intgross,163018913
2005,The Jacket,budget,28500000
2005,The Jacket,domgross,6301131
2005,The Jacket,intgross,15452978
2005,The Legend of Zorro,budget,80000000
2005,The Legend of Zorro,domgross,45575336
2005,The Legend of Zorro,intgross,141475336
2005,The New World,budget,30000000
2005,The New World,domgross,12712093
2005,The New World,intgross,26184400
2005,The Ring Two,budget,50000000
2005,The Ring Two,domgross,75941727
2005,The Ring Two,intgross,161941727
2005,The Skeleton Key,budget,40000000
2005,The Skeleton Key,domgross,47907715
2005,The Skeleton Key,intgross,92256918
2005,The Squid and the Whale,budget,1500000
2005,The Squid and the Whale,domgross,7372734
2005,The Squid and the Whale,intgross,11191423
2005,The Wedding Date,budget,15000000
2005,The Wedding Date,domgross,31726995
2005,The Wedding Date,intgross,47175038
2005,Transamerica,budget,1000000
2005,Transamerica,domgross,9015303
2005,Transamerica,intgross,16553163
2005,Tristram Shandy: A Cock and Bull Story,budget,4750000
2005,Tristram Shandy: A Cock and Bull Story,domgross,1253413
2005,Tristram Shandy: A Cock and Bull Story,intgross,3061763
2005,V for Vendetta,budget,50000000
2005,V for Vendetta,domgross,70511035
2005,V for Vendetta,intgross,129231542
2005,Waiting...,budget,1125000
2005,Waiting...,domgross,16124543
2005,Waiting...,intgross,18673274
2005,Walk the Line,budget,29000000
2005,Walk the Line,domgross,119519402
2005,Walk the Line,intgross,187707495
2005,War of the Worlds,budget,132000000
2005,War of the Worlds,domgross,234280354
2005,War of the Worlds,intgross,606836535
2005,Water,budget,3000000
2005,Water,domgross,5529144
2005,Water,intgross,8119205
2005,White Noise,budget,10000000
2005,White Noise,domgross,56094360
2005,White Noise,intgross,92094360
2005,"Yours, Mine and Ours",budget,45000000
2005,"Yours, Mine and Ours",domgross,53359917
2005,"Yours, Mine and Ours",intgross,72359917
2005,Zathura: A Space Adventure,budget,65000000
2005,Zathura: A Space Adventure,domgross,28045540
2005,Zathura: A Space Adventure,intgross,58545540
2006,300,budget,60000000
2006,300,domgross,210614939
2006,300,intgross,454161935
2006,A Scanner Darkly,budget,20000000
2006,A Scanner Darkly,domgross,5501616
2006,A Scanner Darkly,intgross,7405084
2006,Akeelah and the Bee,budget,8000000
2006,Akeelah and the Bee,domgross,18848430
2006,Akeelah and the Bee,intgross,18959424
2006,Aquamarine,budget,12000000
2006,Aquamarine,domgross,18597342
2006,Aquamarine,intgross,22978953
2006,Bandidas,budget,35000000
2006,Bandidas,domgross,NA
2006,Bandidas,intgross,18400000
2006,Black Christmas,budget,9000000
2006,Black Christmas,domgross,16235738
2006,Black Christmas,intgross,16235738
2006,Blood Diamond,budget,100000000
2006,Blood Diamond,domgross,57377916
2006,Blood Diamond,intgross,171377916
2006,"Bon Cop, Bad Cop",budget,8000000
2006,"Bon Cop, Bad Cop",domgross,12671300
2006,"Bon Cop, Bad Cop",intgross,12671300
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,budget,18000000
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,domgross,128505958
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,intgross,261572744
2006,Bug,budget,4000000
2006,Bug,domgross,7006708
2006,Bug,intgross,7006708
2006,Cars,budget,70000000
2006,Cars,domgross,244082982
2006,Cars,intgross,461667967
2006,Casino Royale,budget,102000000
2006,Casino Royale,domgross,167365000
2006,Casino Royale,intgross,596365000
2006,Children of Men,budget,76000000
2006,Children of Men,domgross,35552383
2006,Children of Men,intgross,69450202
2006,Clerks II,budget,5000000
2006,Clerks II,domgross,24148068
2006,Clerks II,intgross,25894473
2006,Crank,budget,12000000
2006,Crank,domgross,27838408
2006,Crank,intgross,43924923
2006,Das Leben Der Anderen,budget,2000000
2006,Das Leben Der Anderen,domgross,11284657
2006,Das Leben Der Anderen,intgross,81197047
2006,DOA: Dead or Alive,budget,30000000
2006,DOA: Dead or Alive,domgross,480314
2006,DOA: Dead or Alive,intgross,7756224
2006,El laberinto del fauno (Pan's Labyrinth),budget,16000000
2006,El laberinto del fauno (Pan's Labyrinth),domgross,37634615
2006,El laberinto del fauno (Pan's Labyrinth),intgross,87041569
2006,Eragon,budget,100000000
2006,Eragon,domgross,75030163
2006,Eragon,intgross,249488115
2006,Fido,budget,8000000
2006,Fido,domgross,298110
2006,Fido,intgross,419801
2006,Final Destination 3,budget,25000000
2006,Final Destination 3,domgross,54098051
2006,Final Destination 3,intgross,112798051
2006,Flushed Away,budget,149000000
2006,Flushed Away,domgross,64665672
2006,Flushed Away,intgross,177665672
2006,For Your Consideration,budget,12000000
2006,For Your Consideration,domgross,5549923
2006,For Your Consideration,intgross,5549923
2006,Friends with Money,budget,6500000
2006,Friends with Money,domgross,13368437
2006,Friends with Money,intgross,17518322
2006,Ice Age: The Meltdown,budget,75000000
2006,Ice Age: The Meltdown,domgross,195330621
2006,Ice Age: The Meltdown,intgross,651899282
2006,Idlewild,budget,15000000
2006,Idlewild,domgross,12669914
2006,Idlewild,intgross,12669914
2006,Inside Man,budget,50000000
2006,Inside Man,domgross,88634237
2006,Inside Man,intgross,184634237
2006,Jackass Number Two,budget,11000000
2006,Jackass Number Two,domgross,72778712
2006,Jackass Number Two,intgross,85278712
2006,Lady in the Water,budget,75000000
2006,Lady in the Water,domgross,42285169
2006,Lady in the Water,intgross,72785169
2006,Last Holiday,budget,45000000
2006,Last Holiday,domgross,38399961
2006,Last Holiday,intgross,43343247
2006,Letters from Iwo Jima,budget,13000000
2006,Letters from Iwo Jima,domgross,13756082
2006,Letters from Iwo Jima,intgross,68756082
2006,Little Children,budget,14000000
2006,Little Children,domgross,5463019
2006,Little Children,intgross,14763019
2006,Little Miss Sunshine,budget,8000000
2006,Little Miss Sunshine,domgross,59891098
2006,Little Miss Sunshine,intgross,100550977
2006,London To Brighton,budget,825000
2006,London To Brighton,domgross,NA
2006,London To Brighton,intgross,610776
2006,Lucky Number Slevin,budget,27000000
2006,Lucky Number Slevin,domgross,22495466
2006,Lucky Number Slevin,intgross,55495466
2006,Man of the Year,budget,20000000
2006,Man of the Year,domgross,37442180
2006,Man of the Year,intgross,41342180
2006,Marie Antoinette,budget,40000000
2006,Marie Antoinette,domgross,15962471
2006,Marie Antoinette,intgross,60862471
2006,Miss Potter,budget,30000000
2006,Miss Potter,domgross,3005605
2006,Miss Potter,intgross,35891257
2006,Monster House,budget,75000000
2006,Monster House,domgross,73661010
2006,Monster House,intgross,141267370
2006,Nacho Libre,budget,32000000
2006,Nacho Libre,domgross,80197993
2006,Nacho Libre,intgross,99296462
2006,Night at the Museum,budget,110000000
2006,Night at the Museum,domgross,250863268
2006,Night at the Museum,intgross,574480841
2006,Notes on a Scandal,budget,27500000
2006,Notes on a Scandal,domgross,17510118
2006,Notes on a Scandal,intgross,49752391
2006,Once,budget,150000
2006,Once,domgross,9445857
2006,Once,intgross,18997174
2006,Open Season,budget,85000000
2006,Open Season,domgross,85105259
2006,Open Season,intgross,189901703
2006,Paris je t&#39;aime,budget,13000000
2006,Paris je t&#39;aime,domgross,4857374
2006,Paris je t&#39;aime,intgross,4857374
2006,Perfume: The Story of a Murderer,budget,63700000
2006,Perfume: The Story of a Murderer,domgross,2223293
2006,Perfume: The Story of a Murderer,intgross,133603463
2006,Pirates of the Caribbean: Dead Man&#39;s Chest,budget,225000000
2006,Pirates of the Caribbean: Dead Man&#39;s Chest,domgross,423315812
2006,Pirates of the Caribbean: Dead Man&#39;s Chest,intgross,1060615812
2006,Poseidon,budget,160000000
2006,Poseidon,domgross,60674817
2006,Poseidon,intgross,181674817
2006,Quinceanera,budget,400000
2006,Quinceanera,domgross,1692693
2006,Quinceanera,intgross,2522787
2006,Rang De Basanti,budget,5300000
2006,Rang De Basanti,domgross,2197694
2006,Rang De Basanti,intgross,29197694
2006,Running with Scissors,budget,12000000
2006,Running with Scissors,domgross,6860000
2006,Running with Scissors,intgross,8706701
2006,She&#39;s the Man,budget,25000000
2006,She&#39;s the Man,domgross,33889159
2006,She&#39;s the Man,intgross,55279608
2006,Sherrybaby,budget,2000000
2006,Sherrybaby,domgross,199176
2006,Sherrybaby,intgross,622806
2006,Shortbus,budget,2000000
2006,Shortbus,domgross,1985292
2006,Shortbus,intgross,1985292
2006,Silent Hill,budget,50000000
2006,Silent Hill,domgross,46982632
2006,Silent Hill,intgross,99982632
2006,Slither,budget,15250000
2006,Slither,domgross,7802450
2006,Slither,intgross,12930343
2006,Smokin&#39; Aces,budget,17000000
2006,Smokin&#39; Aces,domgross,35662731
2006,Smokin&#39; Aces,intgross,56047261
2006,Snakes on a Plane,budget,33000000
2006,Snakes on a Plane,domgross,34020814
2006,Snakes on a Plane,intgross,62020814
2006,Southland Tales,budget,17000000
2006,Southland Tales,domgross,275380
2006,Southland Tales,intgross,364607
2006,Stick It,budget,20000000
2006,Stick It,domgross,26910736
2006,Stick It,intgross,30399714
2006,Stranger Than Fiction,budget,30000000
2006,Stranger Than Fiction,domgross,40435190
2006,Stranger Than Fiction,intgross,45235190
2006,Superman Returns,budget,232000000
2006,Superman Returns,domgross,200120000
2006,Superman Returns,intgross,390874000
2006,Take the Lead,budget,30000000
2006,Take the Lead,domgross,34742066
2006,Take the Lead,intgross,65390493
2006,The Ant Bully,budget,45000000
2006,The Ant Bully,domgross,28142535
2006,The Ant Bully,intgross,49610898
2006,The Break Up,budget,52000000
2006,The Break Up,domgross,118806699
2006,The Break Up,intgross,202944203
2006,The Da Vinci Code,budget,125000000
2006,The Da Vinci Code,domgross,217536138
2006,The Da Vinci Code,intgross,767820459
2006,The Dead Girl,budget,3300000
2006,The Dead Girl,domgross,19875
2006,The Dead Girl,intgross,19875
2006,The Departed,budget,90000000
2006,The Departed,domgross,133311000
2006,The Departed,intgross,290539042
2006,The Devil Wears Prada,budget,35000000
2006,The Devil Wears Prada,domgross,124740460
2006,The Devil Wears Prada,intgross,326551094
2006,The Fountain,budget,35000000
2006,The Fountain,domgross,10144010
2006,The Fountain,intgross,15461638
2006,The Grudge 2,budget,20000000
2006,The Grudge 2,domgross,39143839
2006,The Grudge 2,intgross,70743839
2006,The History Boys,budget,3700000
2006,The History Boys,domgross,2730296
2006,The History Boys,intgross,13425589
2006,The Holiday,budget,85000000
2006,The Holiday,domgross,63280000
2006,The Holiday,intgross,205190324
2006,The Host,budget,50000000
2006,The Host,domgross,26623701
2006,The Host,intgross,58188384
2006,The Illusionist,budget,16500000
2006,The Illusionist,domgross,39868642
2006,The Illusionist,intgross,83792062
2006,The Lake House,budget,40000000
2006,The Lake House,domgross,52330111
2006,The Lake House,intgross,114830111
2006,The Painted Veil,budget,19400000
2006,The Painted Veil,domgross,8060487
2006,The Painted Veil,intgross,15118795
2006,The Prestige,budget,40000000
2006,The Prestige,domgross,53089891
2006,The Prestige,intgross,107896006
2006,The Pursuit of Happyness,budget,55000000
2006,The Pursuit of Happyness,domgross,162586036
2006,The Pursuit of Happyness,intgross,307325633
2006,The Queen,budget,15000000
2006,The Queen,domgross,56441711
2006,The Queen,intgross,128885873
2006,The Wind That Shakes the Barley,budget,8300000
2006,The Wind That Shakes the Barley,domgross,1829142
2006,The Wind That Shakes the Barley,intgross,25670174
2006,Ultraviolet,budget,30000000
2006,Ultraviolet,domgross,18522064
2006,Ultraviolet,intgross,20722064
2006,Volver,budget,9400000
2006,Volver,domgross,12899867
2006,Volver,intgross,85599867
2006,We Are Marshall,budget,65000000
2006,We Are Marshall,domgross,43545364
2006,We Are Marshall,intgross,43545364
2006,When a Stranger Calls,budget,15000000
2006,When a Stranger Calls,domgross,47860214
2006,When a Stranger Calls,intgross,66944472
2006,Wristcutters: A Love Story,budget,1000000
2006,Wristcutters: A Love Story,domgross,446165
2006,Wristcutters: A Love Story,intgross,460136
2006,X-Men: The Last Stand,budget,210000000
2006,X-Men: The Last Stand,domgross,234362462
2006,X-Men: The Last Stand,intgross,459359555
2006,"You, Me and Dupree",budget,54000000
2006,"You, Me and Dupree",domgross,75802010
2006,"You, Me and Dupree",intgross,130402010
2006,Zoom,budget,35000000
2006,Zoom,domgross,11989328
2006,Zoom,intgross,12506188
2006,Zwartboek,budget,22000000
2006,Zwartboek,domgross,4398532
2006,Zwartboek,intgross,27238354
2007,[Rec],budget,2100000
2007,[Rec],domgross,NA
2007,[Rec],intgross,27117954
2007,1408,budget,22500000
2007,1408,domgross,71985628
2007,1408,intgross,131263370
2007,28 Weeks Later,budget,15000000
2007,28 Weeks Later,domgross,28638916
2007,28 Weeks Later,intgross,64232714
2007,3:10 to Yuma,budget,48000000
2007,3:10 to Yuma,domgross,53606916
2007,3:10 to Yuma,intgross,71171825
2007,30 Days of Night,budget,30000000
2007,30 Days of Night,domgross,39568996
2007,30 Days of Night,intgross,80276156
2007,88 Minutes,budget,30000000
2007,88 Minutes,domgross,16930884
2007,88 Minutes,intgross,32955399
2007,Across the Universe,budget,45000000
2007,Across the Universe,domgross,24343673
2007,Across the Universe,intgross,29367143
2007,Atonement,budget,30000000
2007,Atonement,domgross,50980159
2007,Atonement,intgross,130200290
2007,Becoming Jane,budget,16500000
2007,Becoming Jane,domgross,18663911
2007,Becoming Jane,intgross,39364948
2007,Beowulf,budget,150000000
2007,Beowulf,domgross,82195215
2007,Beowulf,intgross,194995215
2007,Blades of Glory,budget,61000000
2007,Blades of Glory,domgross,118594548
2007,Blades of Glory,intgross,145594548
2007,Bridge to Terabithia,budget,25000000
2007,Bridge to Terabithia,domgross,82234139
2007,Bridge to Terabithia,intgross,137984788
2007,Brooklyn Rules,budget,8000000
2007,Brooklyn Rules,domgross,458232
2007,Brooklyn Rules,intgross,458232
2007,Charlie Bartlett,budget,12000000
2007,Charlie Bartlett,domgross,3950294
2007,Charlie Bartlett,intgross,5295909
2007,Charlie Wilson&#39;s War,budget,75000000
2007,Charlie Wilson&#39;s War,domgross,66661095
2007,Charlie Wilson&#39;s War,intgross,119512771
2007,Death at a Funeral,budget,21000000
2007,Death at a Funeral,domgross,42739347
2007,Death at a Funeral,intgross,48977233
2007,Diary of the Dead,budget,2750000
2007,Diary of the Dead,domgross,952620
2007,Diary of the Dead,intgross,5394447
2007,Disturbia,budget,20000000
2007,Disturbia,domgross,80209692
2007,Disturbia,intgross,117573043
2007,Eastern Promises,budget,50000000
2007,Eastern Promises,domgross,17181265
2007,Eastern Promises,intgross,55367342
2007,Enchanted,budget,85000000
2007,Enchanted,domgross,127706877
2007,Enchanted,intgross,340384141
2007,Fantastic Four: Rise of the Silver Surfer,budget,120000000
2007,Fantastic Four: Rise of the Silver Surfer,domgross,131921738
2007,Fantastic Four: Rise of the Silver Surfer,intgross,288215319
2007,Gone Baby Gone,budget,19000000
2007,Gone Baby Gone,domgross,20300218
2007,Gone Baby Gone,intgross,34619699
2007,Hairspray,budget,75000000
2007,Hairspray,domgross,118871849
2007,Hairspray,intgross,202871849
2007,Halloween,budget,15000000
2007,Halloween,domgross,58269151
2007,Halloween,intgross,77514401
2007,Hannibal Rising,budget,50000000
2007,Hannibal Rising,domgross,27669725
2007,Hannibal Rising,intgross,80583311
2007,Harry Potter and the Order of the Phoenix,budget,150000000
2007,Harry Potter and the Order of the Phoenix,domgross,292004738
2007,Harry Potter and the Order of the Phoenix,intgross,942943935
2007,Hitman,budget,17500000
2007,Hitman,domgross,39687694
2007,Hitman,intgross,99965792
2007,Hostel: Part II,budget,7500000
2007,Hostel: Part II,domgross,17544812
2007,Hostel: Part II,intgross,33606409
2007,Hot Fuzz,budget,16000000
2007,Hot Fuzz,domgross,23618786
2007,Hot Fuzz,intgross,81742618
2007,Hot Rod,budget,25000000
2007,Hot Rod,domgross,13938332
2007,Hot Rod,intgross,14334401
2007,I Am Legend,budget,150000000
2007,I Am Legend,domgross,256393010
2007,I Am Legend,intgross,585410052
2007,Into the Wild,budget,20000000
2007,Into the Wild,domgross,18354356
2007,Into the Wild,intgross,56395211
2007,Juno,budget,7000000
2007,Juno,domgross,143495265
2007,Juno,intgross,231450102
2007,Knocked Up,budget,27500000
2007,Knocked Up,domgross,148761765
2007,Knocked Up,intgross,219154490
2007,Lars and the real Girl,budget,12500000
2007,Lars and the real Girl,domgross,5956480
2007,Lars and the real Girl,intgross,10553442
2007,Live Free or Die Hard,budget,110000000
2007,Live Free or Die Hard,domgross,134529403
2007,Live Free or Die Hard,intgross,383531464
2007,Michael Clayton,budget,21500000
2007,Michael Clayton,domgross,49033882
2007,Michael Clayton,intgross,92987651
2007,Music and Lyrics,budget,40000000
2007,Music and Lyrics,domgross,50572589
2007,Music and Lyrics,intgross,145021477
2007,No Country for Old Men,budget,25000000
2007,No Country for Old Men,domgross,74273505
2007,No Country for Old Men,intgross,164051250
2007,No Reservations,budget,28000000
2007,No Reservations,domgross,43107979
2007,No Reservations,intgross,91665799
2007,Paranormal Activity,budget,450000
2007,Paranormal Activity,domgross,107918810
2007,Paranormal Activity,intgross,194183034
2007,Persepolis,budget,7300000
2007,Persepolis,domgross,4443403
2007,Persepolis,intgross,22742498
2007,Pirates of the Caribbean: At World&#39;s End,budget,300000000
2007,Pirates of the Caribbean: At World&#39;s End,domgross,309420425
2007,Pirates of the Caribbean: At World&#39;s End,intgross,960996492
2007,Premonition,budget,20000000
2007,Premonition,domgross,47852604
2007,Premonition,intgross,81461343
2007,Ratatouille,budget,150000000
2007,Ratatouille,domgross,206445654
2007,Ratatouille,intgross,626549695
2007,Resident Evil: Extinction,budget,45000000
2007,Resident Evil: Extinction,domgross,50648679
2007,Resident Evil: Extinction,intgross,146162920
2007,Rush Hour 3,budget,180000000
2007,Rush Hour 3,domgross,140125968
2007,Rush Hour 3,intgross,253025968
2007,Shooter,budget,60000000
2007,Shooter,domgross,47003582
2007,Shooter,intgross,95703582
2007,Shrek the Third,budget,160000000
2007,Shrek the Third,domgross,322719944
2007,Shrek the Third,intgross,807330936
2007,St. Trinian&#39;s,budget,11400000
2007,St. Trinian&#39;s,domgross,15000
2007,St. Trinian&#39;s,intgross,22446568
2007,Stardust,budget,70000000
2007,Stardust,domgross,38634938
2007,Stardust,intgross,135556675
2007,Sunshine,budget,40000000
2007,Sunshine,domgross,3688560
2007,Sunshine,intgross,32030610
2007,Superbad,budget,17500000
2007,Superbad,domgross,121463226
2007,Superbad,intgross,169863226
2007,Sydney White,budget,16500000
2007,Sydney White,domgross,11892415
2007,Sydney White,intgross,13636339
2007,Teeth,budget,2000000
2007,Teeth,domgross,347578
2007,Teeth,intgross,2350641
2007,The Bucket List,budget,45000000
2007,The Bucket List,domgross,93466502
2007,The Bucket List,intgross,174310293
2007,The Golden Compass,budget,205000000
2007,The Golden Compass,domgross,70107728
2007,The Golden Compass,intgross,372234864
2007,The Kite Runner,budget,20000000
2007,The Kite Runner,domgross,15800078
2007,The Kite Runner,intgross,74180745
2007,The Man from Earth,budget,200000
2007,The Man from Earth,domgross,NA
2007,The Man from Earth,intgross,NA
2007,The Messengers,budget,16000000
2007,The Messengers,domgross,35374833
2007,The Messengers,intgross,53774833
2007,The Mist,budget,13000000
2007,The Mist,domgross,25593755
2007,The Mist,intgross,54777490
2007,The Number 23,budget,32000000
2007,The Number 23,domgross,35193167
2007,The Number 23,intgross,77593167
2007,The Savages,budget,9000000
2007,The Savages,domgross,6623082
2007,The Savages,intgross,10642023
2007,The Signal,budget,50000
2007,The Signal,domgross,251150
2007,The Signal,intgross,406299
2007,The Simpsons Movie,budget,72500000
2007,The Simpsons Movie,domgross,183135014
2007,The Simpsons Movie,intgross,527071022
2007,The Visitor,budget,4000000
2007,The Visitor,domgross,9427026
2007,The Visitor,intgross,19174817
2007,There Will Be Blood,budget,25000000
2007,There Will Be Blood,domgross,40222514
2007,There Will Be Blood,intgross,77208711
2007,TMNT,budget,35000000
2007,TMNT,domgross,54149098
2007,TMNT,intgross,96096018
2007,Transformers,budget,151000000
2007,Transformers,domgross,319246193
2007,Transformers,intgross,708272592
2007,Tropa de Elite,budget,6537890
2007,Tropa de Elite,domgross,8744
2007,Tropa de Elite,intgross,14319195
2007,Waitress,budget,1500000
2007,Waitress,domgross,19097550
2007,Waitress,intgross,22217183
2007,We Own the Night,budget,28000000
2007,We Own the Night,domgross,28563179
2007,We Own the Night,intgross,55307857
2007,White Noise 2: The Light,budget,10000000
2007,White Noise 2: The Light,domgross,NA
2007,White Noise 2: The Light,intgross,8243567
2008,21,budget,35000000
2008,21,domgross,81159365
2008,21,intgross,157852532
2008,Appaloosa,budget,20000000
2008,Appaloosa,domgross,20211394
2008,Appaloosa,intgross,27735474
2008,Australia,budget,130000000
2008,Australia,domgross,49554002
2008,Australia,intgross,215080810
2008,Baby Mama,budget,30000000
2008,Baby Mama,domgross,60494212
2008,Baby Mama,intgross,64391484
2008,Be Kind Rewind,budget,20000000
2008,Be Kind Rewind,domgross,11175164
2008,Be Kind Rewind,intgross,30894247
2008,Bedtime Stories,budget,80000000
2008,Bedtime Stories,domgross,110101975
2008,Bedtime Stories,intgross,218357961
2008,Blindness,budget,25000000
